Winner for lottery draw 0: [pid: 30, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.028000ms.
Winner for lottery draw 6549: [pid: 3663, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6550: [pid: 426, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6551: [pid: 1028, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6552: [pid: 354, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6553: [pid: 442, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6554: [pid: 142, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6555: [pid: 754, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6556: [pid: 1880, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6557: [pid: 399, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6558: [pid: 259, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6559: [pid: 258, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6560: [pid: 1580, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6561: [pid: 429, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6562: [pid: 4, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 6563: [pid: 395, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6564: [pid: 766, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6565: [pid: 2, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6566: [pid: 1813, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6567: [pid: 13, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6568: [pid: 139, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6569: [pid: 243, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6570: [pid: 282, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6571: [pid: 141, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6572: [pid: 173, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6573: [pid: 1681, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6574: [pid: 40, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6575: [pid: 4173, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6576: [pid: 863, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6577: [pid: 1627, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6578: [pid: 800, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6579: [pid: 155, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6580: [pid: 140, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6581: [pid: 1699, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6582: [pid: 429, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6583: [pid: 804, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6584: [pid: 173, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6585: [pid: 39, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6586: [pid: 9, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6587: [pid: 1790, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6588: [pid: 801, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6589: [pid: 1419, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6590: [pid: 248, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6591: [pid: 139, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6592: [pid: 7785, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6593: [pid: 863, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6594: [pid: 282, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6595: [pid: 354, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6596: [pid: 282, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6597: [pid: 1030, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6598: [pid: 1512, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6599: [pid: 803, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6600: [pid: 28, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6601: [pid: 32, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6602: [pid: 400, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6603: [pid: 4, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6604: [pid: 153, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6605: [pid: 15, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6606: [pid: 32, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6607: [pid: 9, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 6608: [pid: 426, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6609: [pid: 398, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6610: [pid: 763, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6611: [pid: 4014, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6612: [pid: 7785, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6613: [pid: 353, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6614: [pid: 1699, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6615: [pid: 8668, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6616: [pid: 248, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6617: [pid: 3845, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6618: [pid: 4019, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6619: [pid: 136, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6620: [pid: 811, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6621: [pid: 38, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6622: [pid: 547, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6623: [pid: 398, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6624: [pid: 366, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6625: [pid: 21, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6626: [pid: 32, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6627: [pid: 37, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6628: [pid: 545, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6629: [pid: 2079, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6630: [pid: 282, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6631: [pid: 521, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6632: [pid: 1526, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6633: [pid: 397, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6634: [pid: 136, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6635: [pid: 366, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6636: [pid: 398, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6637: [pid: 398, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6638: [pid: 4215, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6639: [pid: 442, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6640: [pid: 22, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6641: [pid: 353, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6642: [pid: 248, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6643: [pid: 1529, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6644: [pid: 1721, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6645: [pid: 1721, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6646: [pid: 258, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6647: [pid: 11, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6648: [pid: 471, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6649: [pid: 2195, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.017000ms.
Winner for lottery draw 6650: [pid: 144, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6651: [pid: 16, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6652: [pid: 36, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6653: [pid: 801, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6654: [pid: 191, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6655: [pid: 395, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6656: [pid: 1877, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6657: [pid: 868, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6658: [pid: 137, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6659: [pid: 33, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6660: [pid: 7335, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6661: [pid: 139, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6662: [pid: 136, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6663: [pid: 9, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6664: [pid: 166, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6665: [pid: 1408, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6666: [pid: 545, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6667: [pid: 402, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6668: [pid: 285, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6669: [pid: 521, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6670: [pid: 6, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 6671: [pid: 4120, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6672: [pid: 1782, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6673: [pid: 166, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6674: [pid: 1881, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6675: [pid: 11, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 6676: [pid: 7335, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6677: [pid: 1721, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6678: [pid: 242, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6679: [pid: 1116, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6680: [pid: 252, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6681: [pid: 366, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6682: [pid: 151, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6683: [pid: 251, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6684: [pid: 173, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6685: [pid: 20, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6686: [pid: 715, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6687: [pid: 349, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6688: [pid: 38, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6689: [pid: 2080, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6690: [pid: 243, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6691: [pid: 1030, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6692: [pid: 797, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6693: [pid: 258, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6694: [pid: 1702, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6695: [pid: 1581, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6696: [pid: 283, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6697: [pid: 1120, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6698: [pid: 1058, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6699: [pid: 2079, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6700: [pid: 403, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6701: [pid: 18, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6702: [pid: 1721, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.002000ms.
Winner for lottery draw 6703: [pid: 3880, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6704: [pid: 400, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6705: [pid: 242, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6706: [pid: 1490, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6707: [pid: 178, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6708: [pid: 6, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6709: [pid: 28, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6710: [pid: 787, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6711: [pid: 801, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6712: [pid: 714, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6713: [pid: 1546, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6714: [pid: 8686, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.003000ms.
Winner for lottery draw 6715: [pid: 11, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6716: [pid: 4, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.005000ms.
Winner for lottery draw 6717: [pid: 545, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6718: [pid: 1029, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6719: [pid: 715, nice: 0, tickets: 50, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6720: [pid: 400, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
Winner for lottery draw 6721: [pid: 403, nice: -20, tickets: 100, slice: 2.250000] in a time of 0.004000ms.
